title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,ticker_sentiment_score,ticker_sentiment_label,overall_sentiment_label_Bullish,overall_sentiment_label_Neutral,overall_sentiment_label_Somewhat-Bearish,overall_sentiment_label_Somewhat-Bullish,day_of_week,summary_length
Why Tellurian Shares Are Trading Higher By Around 65%; Here Are 20 Stocks Moving Premarket - Tellurian  ( AMEX:TELL ) ,https://www.benzinga.com/news/24/07/39877968/why-tellurian-shares-are-trading-higher-by-around-65-here-are-20-stocks-moving-premarket,2024-07-22 09:24:37,Avi Kapoor,"Shares of Tellurian Inc. TELL rose sharply in today's pre-market trading after Woodside Energy announced plans to acquire the company for $900 million in all-cash deal. The implied enterprise value is around $1,200 million. Tellurian shares jumped 65% to $0.9422 in pre-market trading.",https://cdn.benzinga.com/files/images/story/2024/07/22/Movers.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, Energy & Transportation, Technology, Finance, Retail & Wholesale, Financial Markets, Manufacturing",0.6062018478655151,0.5419719787348227,Neutral,False,True,False,False,Monday,43
Why Selective Insurance Group Shares Are Trading Lower By Around 15%? Here Are Other Stocks Moving In Friday's Mid-Day Session - Selective Insurance Gr  ( NASDAQ:SIGI ) ,https://www.benzinga.com/news/24/07/39864633/why-selective-insurance-group-shares-are-trading-lower-by-around-15-here-are-other-stocks-moving-in,2024-07-19 17:24:54,Avi Kapoor,"Shares of Selective Insurance Group, Inc. SIGI fell sharply during Friday's session following weak quarterly results. Selective Insurance reported quarterly losses of $1.10 per share which missed the analyst consensus estimate of $1.49 per share.",https://cdn.benzinga.com/files/images/story/2024/07/19/tech-stocks_0.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, Energy & Transportation, Technology, Finance, IPO, Retail & Wholesale, Financial Markets, Manufacturing, Earnings, Real Estate & Construction",0.4135274847936942,0.7609586697627728,Somewhat-Bullish,False,True,False,False,Friday,35
Why Intuitive Surgical Shares Are Trading Higher By Around 7%; Here Are 20 Stocks Moving Premarket - Intuitive Surgical  ( NASDAQ:ISRG ) ,https://www.benzinga.com/news/24/07/39855176/why-intuitive-surgical-shares-are-trading-higher-by-around-7-here-are-20-stocks-moving-premarket,2024-07-19 09:37:49,Avi Kapoor,"Shares of Intuitive Surgical, Inc. ISRG rose sharply in today's pre-market trading after the company reported better-than-expected second-quarter financial results. Intuitive Surgical reported second-quarter revenue of $2.01 billion, beating the consensus estimate of $1.97 billion.",https://cdn.benzinga.com/files/images/story/2024/07/19/xrdDAFgjZpfaf42-j45481412822-t23041913.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, Energy & Transportation, Technology, IPO, Financial Markets, Manufacturing, Earnings",0.5000777296771908,0.7618974012508315,Somewhat-Bullish,False,True,False,False,Friday,35
US Stocks Edge Higher; D.R. Horton Posts Upbeat Earnings - D.R. Horton  ( NYSE:DHI ) ,https://www.benzinga.com/news/earnings/24/07/39839826/us-stocks-edge-higher-d-r-horton-posts-upbeat-earnings,2024-07-18 14:04:45,Avi Kapoor,"U.S. stocks traded higher this morning, with the Dow Jones index gaining around 40 points on Thursday. Following the market opening Thursday, the Dow traded up 0.10% to 41,238.64 while the NASDAQ rose 0.22% to 18,036.66. The S&P 500 also rose, gaining, 0.21% to 5,600.18.",https://cdn.benzinga.com/files/images/story/2024/07/18/Image33.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, Retail & Wholesale, Financial Markets, Manufacturing, Earnings, Technology",0.5742612529463749,0.5672282845615577,Neutral,False,True,False,False,Thursday,45
Onconetix Announces Closing of Warrant Exercise for $1.11 Million Gross Proceeds,https://www.globenewswire.com/news-release/2024/07/15/2912876/0/en/Onconetix-Announces-Closing-of-Warrant-Exercise-for-1-11-Million-Gross-Proceeds.html,2024-07-15 10:00:00,"Inc., Onconetix","CINCINNATI, July 15, 2024 ( GLOBE NEWSWIRE ) -- Onconetix, Inc. ( ""Onconetix"" or the ""Company"" ) ( Nasdaq: ONCO ) , today announced the closing of the previously announced exercise of certain existing warrants to purchase 7,458,642 shares of its common stock having exercise prices ranging from ...",https://ml.globenewswire.com/Resource/Download/4824d51d-2ecb-4f49-8b75-fe9b920e7b1c,GlobeNewswire,Unknown,www.globenewswire.com,"Mergers & Acquisitions, Technology, Financial Markets",0.7133105419649222,0.5649661240376049,Neutral,False,False,False,True,Monday,49
Onconetix Announces Exercise of Warrants for $1.11 Million Gross Proceeds,https://www.globenewswire.com/news-release/2024/07/11/2911804/0/en/Onconetix-Announces-Exercise-of-Warrants-for-1-11-Million-Gross-Proceeds.html,2024-07-11 12:17:00,"Onconetix, Inc.","CINCINNATI, Ohio, July 11, 2024 ( GLOBE NEWSWIRE ) -- Onconetix, Inc. ( ""Onconetix"" or the ""Company"" ) ( Nasdaq: ONCO ) , today announced it has entered into definitive agreements for the immediate exercise of certain existing warrants to purchase 7,458,642 shares of its common stock originally ...",https://ml.globenewswire.com/Resource/Download/dd4f97c4-c69b-47cc-b36f-60fd3944ce0e,GlobeNewswire,Unknown,www.globenewswire.com,"Mergers & Acquisitions, Technology, Financial Markets",0.7195009054456991,0.5814273581612326,Neutral,False,False,False,True,Thursday,49
Why Pure Storage Shares Are Trading Higher By Over 10%; Here Are 20 Stocks Moving Premarket - Pure Storage  ( NYSE:PSTG ) ,https://www.benzinga.com/news/24/05/39084288/why-pure-storage-shares-are-trading-higher-by-over-10-here-are-20-stocks-moving-premarket,2024-05-30 12:10:05,Avi Kapoor,"Shares of Pure Storage, Inc. PSTG rose sharply in today's pre-market trading following better-than-expected first-quarter financial results. Pure Storage reported quarterly earnings of 32 cents per share, which beat the analyst consensus estimate of 21 cents.",https://cdn.benzinga.com/files/images/story/2024/05/30/xrdDAF1o5RCqe82-j6153453808996259115-t23.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, Financial Markets, Manufacturing, Earnings, Technology",0.7295861559943586,0.4272305076444527,Neutral,False,False,False,True,Thursday,36
Onconetix Announces Appointment of Seasoned Biotech Executives Dr. Ajit Singh and Dr. Thomas Meier to Its Board of Directors,https://www.globenewswire.com/news-release/2024/02/13/2828050/0/en/Onconetix-Announces-Appointment-of-Seasoned-Biotech-Executives-Dr-Ajit-Singh-and-Dr-Thomas-Meier-to-Its-Board-of-Directors.html,2024-02-13 11:00:00,"Inc., Onconetix","CINCINNATI, Feb. 13, 2024 ( GLOBE NEWSWIRE ) -- Onconetix, Inc., ( Nasdaq: ONCO ) ( ""Onconetix"" or the ""Company"" ) , a commercial stage biotechnology company focused on developing and commercializing therapeutics, diagnostics, and services for clinicians and patients in oncology, today announced ...",Unknown,GlobeNewswire,Unknown,www.globenewswire.com,"IPO, Financial Markets, Mergers & Acquisitions, Technology",0.5964331181645153,0.6408357749614868,Somewhat-Bullish,False,True,False,False,Tuesday,45
Onconetix Announces Appointment of Seasoned Biotech Executives Dr. Ajit Singh and Dr. Thomas Meier to Its Board of Directors - Onconetix  ( NASDAQ:ONCO ) ,https://www.benzinga.com/pressreleases/24/02/g37088413/onconetix-announces-appointment-of-seasoned-biotech-executives-dr-ajit-singh-and-dr-thomas-meier-t,2024-02-13 11:00:00,Globe Newswire,"CINCINNATI, Feb. 13, 2024 ( GLOBE NEWSWIRE ) -- Onconetix, Inc., ONCO ( ""Onconetix"" or the ""Company"" ) , a commercial stage biotechnology company focused on developing and commercializing therapeutics, diagnostics, and services for clinicians and patients in oncology, today announced the ...",https://www.benzinga.com/next-assets/images/schema-image-default.png,Benzinga,News,www.benzinga.com,"IPO, Financial Markets, Mergers & Acquisitions, Technology",0.5895130760924521,0.6335100221092541,Somewhat-Bullish,False,True,False,False,Tuesday,43
Why Fortinet Shares Are Trading Higher By 9%; Here Are 20 Stocks Moving Premarket - Fortinet  ( NASDAQ:FTNT ) ,https://www.benzinga.com/news/24/02/36978505/why-fortinet-shares-are-trading-higher-by-9-here-are-20-stocks-moving-premarket,2024-02-07 12:55:02,Avi Kapoor,"Shares of Fortinet, Inc. FTNT rose sharply in today's pre-market trading after the company reported better-than-expected fourth-quarter financial results and issued guidance. Fortinet reported quarterly earnings of 51 cents per share, which beat the analyst consensus estimate of 43 cents by 18.6%.",https://cdn.benzinga.com/files/images/story/2024/02/07/image29.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, Technology, Finance, IPO, Retail & Wholesale, Financial Markets, Manufacturing, Earnings",0.6974606904916296,0.5909848778259639,Neutral,False,False,False,True,Wednesday,42
"US Stocks Mixed; Core PCE Prices Rise In December - Corbus Pharmaceuticals  ( NASDAQ:CRBP ) , Aclarion  ( NASDAQ:ACON ) ",https://www.benzinga.com/news/earnings/24/01/36802315/us-stocks-mixed-core-pce-prices-rise-in-december,2024-01-26 15:02:01,Avi Kapoor,"U.S. stocks traded mixed this morning, following the release of PCE price inflation data. Following the market opening Friday, the Dow traded up 0.12% to 38,096.06 while the NASDAQ fell 0.19% to 15,481.44. The S&P 500 also fell, dropping, 0.05% to 4,891.94. Health care shares rose by 0.5% on ...",https://cdn.benzinga.com/files/images/story/2024/01/26/image44.jpg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"Economy - Monetary, Life Sciences, Economy - Fiscal, Financial Markets, Earnings, Technology",0.4132277703627245,0.6205180130501914,Somewhat-Bullish,False,True,False,False,Friday,50
"Why Tellurian Shares Are Trading Higher By Over 16%; Here Are 20 Stocks Moving Premarket - American Rebel Holdings  ( NASDAQ:AREB ) , Aptose Biosciences  ( NASDAQ:APTO ) ",https://www.benzinga.com/news/24/01/36799774/why-tellurian-shares-are-trading-higher-by-over-16-here-are-20-stocks-moving-premarket,2024-01-26 12:58:39,Avi Kapoor,Shares of Tellurian Inc. TELL shares rose sharply in pre-market trading following a report suggesting the company hired Lazard to explore a possible sale. Tellurian shares jumped 16.3% to $0.6050 in pre-market trading Here are some other stocks moving in pre-market trading.,https://cdn.benzinga.com/files/images/story/2024/01/26/image15.jpg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"Life Sciences, IPO, Financial Markets, Manufacturing, Earnings, Technology",0.5963686935672039,0.5205626483864413,Neutral,False,True,False,False,Friday,42
"Dow Surges Over 100 Points; US GDP Growth Tops Estimates - Intelligent Bio Solutions  ( NASDAQ:INBS ) , Akoustis Technologies  ( NASDAQ:AKTS ) ",https://www.benzinga.com/news/earnings/24/01/36783052/dow-surges-over-100-points-us-gdp-growth-tops-estimates,2024-01-25 15:42:28,Avi Kapoor,"U.S. stocks traded higher this morning, with the Dow Jones index gaining over 100 points on Thursday. Following the market opening Thursday, the Dow traded up 0.33% to 37,932.33 while the NASDAQ rose 0.37% to 15,538.69. The S&P 500 also rose, gaining, 0.40% to 4,887.88.",https://cdn.benzinga.com/files/images/story/2024/01/25/image20.jpeg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"Life Sciences, IPO, Financial Markets, Manufacturing, Technology",0.3963359210546587,0.5988290605564307,Somewhat-Bullish,False,True,False,False,Thursday,45
"Why IBM Shares Are Trading Higher By Over 7%; Here Are 20 Stocks Moving Premarket - Acutus Medical  ( NASDAQ:AFIB ) , AgeX Therapeutics  ( AMEX:AGE ) ",https://www.benzinga.com/news/24/01/36777758/why-ibm-shares-are-trading-higher-by-over-7-here-are-20-stocks-moving-premarket,2024-01-25 12:50:57,Avi Kapoor,Shares of International Business Machines Corporation IBM shares rose sharply in today's pre-market trading as the company reported reported stronger-than-expected results for its fourth quarter.,https://cdn.benzinga.com/files/images/story/2024/01/25/ibm_-_logo.jpg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, Technology, Finance, IPO, Financial Markets, Manufacturing, Earnings, Real Estate & Construction",0.6125154584020178,0.710233302129123,Somewhat-Bullish,False,False,False,True,Thursday,25
Applied Digital Unusual Options Activity For October 10 - Applied Digital  ( NASDAQ:APLD ) ,https://www.benzinga.com/insights/options/24/10/41281252/applied-digital-unusual-options-activity-for-october-10,2024-10-10 20:16:41,Benzinga Insights,"Deep-pocketed investors have adopted a bullish approach towards Applied Digital APLD, and it's something market players shouldn't ignore. Our tracking of public options records at Benzinga unveiled this significant move today.",https://www.benzinga.com/files/images/story/2024/1728591399_0.png,Benzinga,Markets,www.benzinga.com,"Earnings, Financial Markets",0.6821178325884822,0.6571328830432616,Somewhat-Bullish,False,False,False,True,Thursday,31
What's Going On With Applied Digital Stock After Earnings? - Applied Digital  ( NASDAQ:APLD ) ,https://www.benzinga.com/news/earnings/24/10/41276203/whats-going-on-with-applied-digital-stock-after-earnings,2024-10-10 16:00:59,Erica Kollmann,Applied Digital Corporation APLD shares are trading higher Thursday after the company reported its first-quarter financial results after Wednesday's closing bell. Applied Digital beat analyst expectations on the top and bottom lines for the first quarter of fiscal year 2025.,https://cdn.benzinga.com/files/images/story/2024/10/10/applied-digital-shutter.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"Earnings, Financial Markets, Manufacturing",0.678127709159357,0.6893623746693599,Somewhat-Bullish,False,False,False,True,Thursday,40
"Applied Digital Corporation  ( APLD )  Reports Q1 Loss, Tops Revenue Estimates",https://www.zacks.com/stock/news/2348549/applied-digital-corporation-apld-reports-q1-loss-tops-revenue-estimates,2024-10-09 21:25:05,Zacks Equity Research,"Applied Digital Corporation (APLD) delivered earnings and revenue surprises of 89.29% and 12.35%, respectively, for the quarter ended August 2024. Do the numbers hold clues to what lies ahead for the stock?",https://staticx-tuner.zacks.com/images/default_article_images/default292.jpg,Zacks Commentary,Unknown,www.zacks.com,"Earnings, Finance, Financial Markets",0.5505025818857641,0.5277963517125555,Neutral,False,True,False,False,Wednesday,32
Applied Digital Shares Dip After Q1 Results: Details - Applied Digital  ( NASDAQ:APLD ) ,https://www.benzinga.com/news/earnings/24/10/41260729/applied-digital-shares-dip-after-q1-results-details,2024-10-09 20:38:28,Erica Kollmann,Applied Digital Corp APLD reported its first-quarter financial results after Wednesday's closing bell. Here's a look at the details from the report. The Details: Applied Digital reported quarterly losses of 15 cents per share which beat the analyst consensus estimate for losses of 29 cents.,https://cdn.benzinga.com/files/images/story/2024/10/09/applied-digital-shutter.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"Earnings, Financial Markets, Manufacturing",0.6823279127971059,0.6193413422210335,Somewhat-Bullish,False,False,False,True,Wednesday,45
"Why Nasdaq, S&P 500 Futures Are Little Changed on Wednesday - Invesco QQQ Trust, Series 1  ( NASDAQ:QQQ ) , SPDR S&P 500  ( ARCA:SPY ) ",https://www.benzinga.com/news/earnings/24/10/41247174/us-stocks-set-to-open-marginally-lower-nvidia-gains-traders-eye-fed-minutes-strategist-predicts-man,2024-10-09 11:29:46,Shanthi Rexaline,See-sawing mood persists on Wall Street as the index futures point to a marginally lower start on Wednesday after the tech-led rebound witnessed in the previous session. Nvidia Corp. NVDA is advancing in premarket and the rest of the big techs were just about higher.,https://cdn.benzinga.com/files/images/story/2024/10/09/New-York-Stock-Exchange.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Energy & Transportation, Technology, Finance, Economy - Monetary, Financial Markets, Manufacturing, Earnings",0.6988584241463391,0.40214527499361735,Neutral,False,False,False,True,Wednesday,45
Top Wall Street Forecasters Revamp Applied Digital Price Expectations Ahead Of Q1 Earnings - Applied Digital  ( NASDAQ:APLD ) ,https://www.benzinga.com/news/earnings/24/10/41230092/top-wall-street-forecasters-revamp-applied-digital-price-expectations-ahead-of-q1-earnings,2024-10-08 14:08:52,Avi Kapoor,"Applied Digital Corporation APLD will release earnings results for its first quarter, after the closing bell on Wednesday, Oct. 9. Analysts expect the Dallas, Texas-based company to report a quarterly loss at 29 cents per share, versus a year-ago loss of 12 cents per share.",https://editorial-assets.benzinga.com/wp-content/uploads/2024/10/08030136/image-42-1024x513.png,Benzinga,Trading,www.benzinga.com,"Earnings, Financial Markets, Manufacturing",0.5421441906519909,0.5445076826618639,Neutral,False,True,False,False,Tuesday,45
Applied Digital Corporation  ( APLD )  Expected to Beat Earnings Estimates: What to Know Ahead of Q1 Release,https://www.zacks.com/stock/news/2344813/applied-digital-corporation-apld-expected-to-beat-earnings-estimates-what-to-know-ahead-of-q1-release,2024-10-02 14:00:04,Zacks Equity Research,Applied Digital Corporation (APLD) possesses the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,https://staticx-tuner.zacks.com/images/default_article_images/default200.jpg,Zacks Commentary,Unknown,www.zacks.com,"Earnings, Financial Markets",0.6489545708551525,0.5770115860828064,Neutral,False,False,False,True,Wednesday,28
"Stellantis, MicroStrategy, Bit Digital And Other Big Stocks Moving Lower In Monday's Pre-Market Session - Stellantis  ( NYSE:STLA ) ",https://www.benzinga.com/news/24/09/41091503/stellantis-microstrategy-bit-digital-and-other-big-stocks-moving-lower-in-mondays-pre-market-session,2024-09-30 12:30:00,Avi Kapoor,"U.S. stock futures were slightly lower this morning, with the Nasdaq futures falling around 0.1% on Monday. Shares of Stellantis N.V. STLA fell sharply in today's pre-market trading after the company updated its 2024 guidance.",https://cdn.benzinga.com/files/images/story/2024/09/30/movers-image_11.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, Financial Markets, Manufacturing, Real Estate & Construction, Technology, Finance",0.42065620653965685,0.14211231084256587,Bearish,False,True,False,False,Monday,35
Why Nio Shares Are Trading Higher By Around 13%; Here Are 20 Stocks Moving Premarket - NIO  ( NYSE:NIO ) ,https://www.benzinga.com/news/24/09/41086919/why-nio-shares-are-trading-higher-by-around-13-here-are-20-stocks-moving-premarket,2024-09-30 09:36:16,Avi Kapoor,"Shares of NIO Inc. NIO rose sharply in today's pre-market. Nio announced Sunday that strategic investors, including Hefei Jianheng New Energy Automobile Investment Fund Partnership, Anhui Provincial Emerging Industry Investment Co., Ltd. and CS Capital Co., Ltd., have agreed to invest an ...",https://cdn.benzinga.com/files/images/story/2024/09/30/Nio-Photo-by-Sundry-Photography-on-Shutt_0.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, Financial Markets, Manufacturing, Real Estate & Construction, Technology, Finance",0.5757780320526378,0.5354607773495642,Neutral,False,True,False,False,Monday,43
Applied Digital Unusual Options Activity For September 27 - Applied Digital  ( NASDAQ:APLD ) ,https://www.benzinga.com/insights/options/24/09/41068255/applied-digital-unusual-options-activity-for-september-27,2024-09-27 14:34:27,Benzinga Insights,"Whales with a lot of money to spend have taken a noticeably bearish stance on Applied Digital. Looking at options history for Applied Digital APLD we detected 10 trades. If we consider the specifics of each trade, it is accurate to state that 40% of the investors opened trades with bullish ...",https://www.benzinga.com/files/images/story/2024/1727447663_0.png,Benzinga,Markets,www.benzinga.com,"Earnings, Financial Markets",0.6344870471546036,0.5792598523386658,Neutral,False,False,False,True,Friday,52
